E_eV,1.00E-03,2.15E-03,4.64E-03,1.00E-02,2.15E-02,4.64E-02,1.00E-01,2.15E-01,4.64E-01,1.00E+00,2.15E+00,4.64E+00,1.00E+01,2.15E+01,4.64E+01,1.00E+02,2.15E+02,4.64E+02,1.00E+03,2.15E+03,4.64E+03,1.00E+04,1.25E+04,1.58E+04,1.99E+04,2.51E+04,3.16E+04,3.98E+04,5.01E+04,6.30E+04,7.94E+04,1.00E+05,1.25E+05,1.58E+05,1.99E+05,2.51E+05,3.16E+05,3.98E+05,5.01E+05,6.30E+05,7.94E+05,1.00E+06,1.25E+06,1.58E+06,1.99E+06,2.51E+06,3.16E+06,3.98E+06,5.01E+06,6.30E+06,7.94E+06,1.00E+07,1.58E+07,2.51E+07,3.98E+07,6.30E+07,1.00E+08,1.58E+08,2.51E+08,3.98E+08
t4-16-s.txt_3,0.00853,0.0103,0.0211,0.0765,0.0673,0.106,0.03,0.0197,0.0143,0.0171,0.0154,0.015,0.0188,0.0174,0.0175,0.0196,0.0199,0.0195,0.0181,0.0183,0.0191,0.0246,0.0316,0.033,0.0413,0.0597,0.0517,0.0586,0.0772,0.0846,0.0785,0.0948,0.106,0.115,0.121,0.133,0.157,0.167,0.152,0.177,0.15,0.11,0.0643,0.051,0.0337,0.171,0.0173,0.0606,0.0106,0.00697,0.00362,0,0,0,0,0,0,0,0,0
t4-16-s.txt_4,0,0.00736,0.0308,0.146,0.0984,0.0413,0.0968,0.114,0.0552,0.0308,0.0225,0.0221,0.0204,0.0201,0.02,0.0207,0.0209,0.0212,0.0246,0.0276,0.0347,0.0383,0.0419,0.0456,0.0483,0.0525,0.0567,0.0625,0.0664,0.0691,0.079,0.0842,0.0872,0.0911,0.0914,0.0914,0.0896,0.0809,0.073,0.0308,0.0437,0.0398,0.0228,0.0131,0.0119,0.00679,0.00103,0.00188,0.000972,0.0011,0.000498,0.00035,0,0,0,0,0,0,0,0
t4-16-s.txt_5,0.00453,0.0122,0.0517,0.149,0.261,0.346,0.132,0.0395,0.0309,0.0108,0.0123,0.0147,0.00918,0.0121,0.014,0.0106,0.0107,0.00933,0.0108,0.012,0.0122,0.0151,0.0154,0.0165,0.0178,0.0197,0.0219,0.0238,0.0244,0.0246,0.026,0.0267,0.0274,0.0276,0.0274,0.0276,0.0279,0.0259,0.0186,0.017,0.01,0.00453,0.00182,0.00388,0.00452,0.00242,0.000173,0.000338,0.000371,0.000562,0.000153,3.11e-05,0,0,0,0,0,0,0,0
t4-17-s.txt_1,0.0261,0.0269,0.0265,0.0754,0.0792,0.0995,0.0339,0.157,0.0289,0.0317,0.0307,0.0299,0.0319,0.0301,0.0305,0.0315,0.0319,0.0315,0.0365,0.0365,0.0373,0.0385,0.0409,0.0445,0.0455,0.0435,0.0443,0.0481,0.0497,0.0439,0.0487,0.0514,0.0506,0.0544,0.0542,0.0616,0.0558,0.0405,0.0534,0.0387,0.0283,0.0301,0.0261,0.0233,0.0217,0.0201,0.0195,0.0194,0.0194,0.0201,0.0199,0.0213,0,0,0,0,0,0,0,0
t4-17-s.txt_2,0.0373,0.0425,0.053,0.0585,0.0609,0.0582,0.0552,0.053,0.0505,0.0458,0.0439,0.0392,0.0379,0.0354,0.0329,0.0332,0.0288,0.0294,0.0291,0.0288,0.0288,0.0313,0.0338,0.0368,0.0384,0.0417,0.0464,0.0516,0.0587,0.0697,0.0807,0.0862,0.0917,0.0983,0.106,0.114,0.11,0.122,0.0796,0.0574,0.0242,0.0238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4-17-s.txt_3,0.012,0.012,0.0117,0.0926,0.153,0.144,0.0513,0.0165,0.015,0.0143,0.0148,0.0163,0.0126,0.0152,0.0161,0.0178,0.0167,0.0201,0.023,0.0267,0.0305,0.0374,0.047,0.0907,0.094,0.0376,0.0511,0.0502,0.0795,0.0838,0.0856,0.102,0.119,0.119,0.178,0.176,0.104,0.133,0.118,0.0738,0.0452,0.0162,0.00861,0.00704,0.00271,0.00476,0.00285,0.00368,0.00443,0.00393,0.00177,0.0106,0,0,0,0,0,0,0,0
t4-17-s.txt_4,0.0174,0.0177,0.0223,0.0859,0.261,0.22,0.0691,0.0654,0.0186,0.0197,0.0148,0.0196,0.0196,0.0196,0.0197,0.0221,0.0229,0.0238,0.0241,0.0246,0.0311,0.0301,0.0326,0.0368,0.0416,0.0383,0.0366,0.0398,0.0539,0.0471,0.0498,0.0716,0.0576,0.0534,0.0611,0.0719,0.0483,0.0212,0.0511,0.0138,0.0173,0.00388,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4-17-s.txt_5,0.0173,0.0161,0.0164,0.255,0.233,0.163,0.0778,0.0155,0.0706,0.0141,0.019,0.0113,0.0134,0.0167,0.0171,0.0161,0.015,0.0177,0.0204,0.025,0.0253,0.0288,0.0256,0.0318,0.0479,0.0212,0.0377,0.0819,0.0594,0.0431,0.0479,0.055,0.0526,0.0459,0.0496,0.055,0.025,0.0223,0.0214,0.00781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4-19-s.txt_1,0.000676,0.0336,0.0171,0.114,0.252,0.289,0.0671,0.0361,0.0297,0.0215,0.0228,0.0216,0.0216,0.0216,0.0223,0.0218,0.0225,0.0231,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.024,0.0247,0.0253,0.0257,0.025,0.0242,0.0248,0.0257,0.0279,0.0302,0.0323,0.0328,0.0319,0.0306,0.0253,0.0121,0.00309,0.00502,0.00679,0.00289,0.00169,0.000167,0,0,0,0,0,0,0,0
t4-19-s.txt_2,0.000139,0.000629,0.00746,0.0177,0.0583,0.087,0.0646,0.0343,0.0364,0.0284,0.00997,0.0241,0.0262,0.0282,0.0291,0.0293,0.0321,0.0327,0.0323,0.0356,0.039,0.0405,0.0418,0.0427,0.0427,0.0434,0.0457,0.047,0.0481,0.0481,0.0497,0.0547,0.0575,0.0566,0.0583,0.0633,0.0726,0.0837,0.088,0.0945,0.103,0.111,0.119,0.13,0.137,0.138,0.117,0.087,0.0564,0.0436,0.0256,0.00924,0,0,0,0,0,0,0,0
t4-19-s.txt_3,3.23e-05,5.1e-05,0.000953,0.00155,0.00474,0.00949,0.00752,0.0106,0.0111,0.0142,0.017,0.024,0.0286,0.037,0.0381,0.0456,0.0437,0.0492,0.0523,0.0617,0.0519,0.0631,0.0586,0.0559,0.0586,0.0671,0.0702,0.0635,0.0613,0.0631,0.0685,0.0711,0.0729,0.0756,0.0761,0.0779,0.0855,0.0935,0.0984,0.103,0.106,0.11,0.123,0.134,0.136,0.137,0.136,0.126,0.0966,0.0582,0.0488,0.0213,0.0023,0,0,0,0,0,0,0
